transaction_id,transaction_date,account_holder,account_receiver,transaction_amount,transaction_currency,transaction_type,transaction_status,card_type,transaction_description
342,2022-01-09,342,342,8696.55,CNY,DEPOSIT,Completed,AMEX,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla
343,2022-01-04,343,343,6919.59,PHP,DEPOSIT,failed,VISA,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi
344,2022-03-19,344,344,9796.16,PLN,PURCHASE,pending,VISA,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus
345,2022-04-12,345,345,8594.13,OMR,WITHDRAWAL,failed,MASTERCARD,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum
346,2022-10-23,346,346,2036.2,IDR,PURCHASE,failed,MASTERCARD,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh
347,2022-12-08,347,347,7460.17,MNT,PURCHASE,Completed,AMEX,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare
348,2022-03-07,348,348,2639.84,CNY,PURCHASE,Completed,VISA,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut
349,2022-07-22,349,349,3502.05,BRL,PURCHASE,failed,AMEX,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
350,2022-03-28,350,350,,CNY,DEPOSIT,completed,VISA,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at
351,2022-09-11,351,351,7212.17,IDR,WITHDRAWAL,Failed,MASTERCARD,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
352,2022-04-09,352,352,4632.52,EUR,DEPOSIT,pending,VISA,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum
353,2022-12-18,353,353,8239.4,PEN,DEPOSIT,Pending,MASTERCARD,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum
354,2022-06-19,354,354,706.06,CNY,PURCHASE,Failed,AMEX,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum
355,2022-07-15,355,355,8525.58,BYR,DEPOSIT,Failed,MASTERCARD,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut
356,2022-08-19,356,356,3302.89,USD,PURCHASE,Failed,AMEX,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui
357,2022-12-29,357,357,1776.55,CNY,WITHDRAWAL,failed,MASTERCARD,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
358,2022-04-14,358,358,7043.15,USD,DEPOSIT,Pending,MASTERCARD,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi
359,2022-07-21,359,359,2749.46,IDR,DEPOSIT,completed,AMEX,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum
360,2022-11-16,360,360,5522.28,EUR,DEPOSIT,Pending,MASTERCARD,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum
361,2022-02-14,361,361,3922.72,EUR,PURCHASE,Failed,MASTERCARD,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo
362,2022-05-08,362,362,5109.56,SEK,PURCHASE,Pending,AMEX,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu
363,2022-09-12,363,363,5482.1,RUB,DEPOSIT,Completed,AMEX,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt
364,2022-07-09,364,364,6228.16,GMD,DEPOSIT,Failed,MASTERCARD,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem
365,2022-08-30,365,365,5943.07,IDR,WITHDRAWAL,Pending,AMEX,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula
366,2022-08-07,366,366,4315.91,RUB,WITHDRAWAL,completed,MASTERCARD,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper
367,2022-03-05,367,367,7952.89,RUB,DEPOSIT,Pending,AMEX,aliquam erat volutpat in congue etiam justo etiam pretium iaculis
368,2022-05-03,368,368,1520.63,PLN,PURCHASE,pending,MASTERCARD,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae
369,2022-01-24,369,369,5692.81,EUR,WITHDRAWAL,completed,AMEX,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet
370,2022-07-31,370,370,9032.04,EUR,DEPOSIT,Failed,VISA,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum
371,2022-06-06,371,371,1849.5,GBP,DEPOSIT,Failed,AMEX,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci
372,2022-10-30,372,372,1959.4,EUR,DEPOSIT,Pending,AMEX,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla
373,2022-06-19,373,373,8597.78,EUR,DEPOSIT,pending,MASTERCARD,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis
374,2022-07-30,374,374,5595.61,ILS,WITHDRAWAL,Pending,AMEX,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus
375,2022-03-22,375,375,812.59,CNY,PURCHASE,Pending,VISA,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla
376,2022-06-03,376,376,6184.94,ARS,PURCHASE,completed,AMEX,est et tempus semper est quam pharetra magna ac consequat metus
377,2022-11-14,377,377,9024.07,PHP,PURCHASE,Pending,AMEX,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet
378,2022-10-20,378,378,1953.57,IDR,DEPOSIT,completed,AMEX,massa tempor convallis nulla neque libero convallis eget eleifend luctus
379,2022-09-19,379,379,8006.26,BDT,PURCHASE,Completed,AMEX,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id
380,2022-05-20,380,380,8849.09,MYR,DEPOSIT,pending,VISA,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit
381,2022-11-30,381,381,2918.55,USD,WITHDRAWAL,Pending,MASTERCARD,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
382,2022-01-24,382,382,9261.93,CNY,DEPOSIT,Completed,VISA,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
383,2022-06-11,383,383,574.35,JPY,DEPOSIT,completed,AMEX,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
384,2022-08-27,384,384,158.07,THB,WITHDRAWAL,Pending,AMEX,rutrum ac lobortis vel dapibus at diam nam tristique tortor eu
385,2022-05-18,385,385,,XOF,WITHDRAWAL,completed,MASTERCARD,enim blandit mi in porttitor pede justo eu massa donec dapibus duis
386,2022-12-02,386,386,4623.58,CNY,PURCHASE,Pending,VISA,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat
387,2022-04-10,387,387,4983.44,KZT,WITHDRAWAL,failed,VISA,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit
388,2022-10-21,388,388,5595.1,SDG,PURCHASE,Failed,AMEX,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel
389,2022-07-31,389,389,9892.03,CNY,WITHDRAWAL,completed,VISA,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes
390,2022-09-14,390,390,8868.07,PLN,WITHDRAWAL,pending,VISA,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna
391,2022-01-18,391,391,9155.16,NGN,WITHDRAWAL,pending,MASTERCARD,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur
392,2022-11-28,392,392,2028.99,CNY,PURCHASE,pending,MASTERCARD,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum
393,2022-02-27,393,393,5930.54,EUR,DEPOSIT,completed,AMEX,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis
394,2022-04-24,394,394,6715.41,RUB,WITHDRAWAL,pending,AMEX,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
395,2022-07-09,395,395,8419.98,IDR,DEPOSIT,completed,VISA,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia
396,2022-04-29,396,396,6375.68,CNY,PURCHASE,completed,AMEX,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin
397,2022-04-09,397,397,6817.3,CLP,PURCHASE,pending,MASTERCARD,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum
398,2022-06-02,398,398,,UAH,DEPOSIT,completed,AMEX,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam
399,2022-02-02,399,399,5372.96,EUR,WITHDRAWAL,failed,VISA,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec
400,2022-05-14,400,400,7475.48,COP,DEPOSIT,completed,MASTERCARD,ligula nec sem duis aliquam convallis nunc proin at turpis
401,2022-07-09,401,401,249.71,MRO,WITHDRAWAL,completed,AMEX,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in
402,2022-03-11,402,402,4514.74,JPY,WITHDRAWAL,failed,VISA,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
403,2022-06-23,403,403,6939.72,PLN,DEPOSIT,completed,AMEX,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor
404,2022-10-25,404,404,,COP,WITHDRAWAL,completed,MASTERCARD,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget
405,2022-10-02,405,405,6440.69,BRL,WITHDRAWAL,pending,MASTERCARD,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae
406,2022-06-15,406,406,4123.36,CNY,DEPOSIT,failed,VISA,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio
407,2022-06-10,407,407,3991.44,MXN,DEPOSIT,Completed,VISA,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel
408,2022-08-21,408,408,857.47,CNY,PURCHASE,Failed,VISA,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing
409,2022-06-30,409,409,602.09,IDR,PURCHASE,pending,AMEX,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in
410,2022-12-27,410,410,,EUR,DEPOSIT,Completed,MASTERCARD,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
411,2022-01-09,411,411,7852.75,LYD,PURCHASE,completed,AMEX,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus
412,2022-01-06,412,412,,ARS,PURCHASE,failed,AMEX,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam
413,2022-02-06,413,413,3515.09,COP,WITHDRAWAL,Pending,AMEX,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget
414,2022-11-02,414,414,9168.14,CAD,WITHDRAWAL,Completed,VISA,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
415,2022-08-15,415,415,8355.81,CNY,WITHDRAWAL,Pending,MASTERCARD,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
416,2022-05-06,416,416,8966.09,IDR,DEPOSIT,Failed,AMEX,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta
417,2022-07-07,417,417,,CZK,PURCHASE,Failed,VISA,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at
418,2022-04-08,418,418,8022.52,USD,WITHDRAWAL,Completed,MASTERCARD,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
419,2022-07-15,419,419,5650.14,BRL,WITHDRAWAL,completed,VISA,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis
420,2022-08-12,420,420,3426.34,IDR,WITHDRAWAL,Completed,VISA,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet
421,2022-09-06,421,421,9929.47,CNY,PURCHASE,completed,MASTERCARD,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
422,2022-08-29,422,422,,BAM,PURCHASE,Failed,VISA,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
423,2022-10-18,423,423,8326.72,PHP,WITHDRAWAL,failed,AMEX,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer
424,2022-06-18,424,424,1702.55,EUR,WITHDRAWAL,Completed,AMEX,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget
425,2022-09-16,425,425,7147.14,MNT,PURCHASE,completed,MASTERCARD,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi
426,2022-04-23,426,426,5311.97,IDR,WITHDRAWAL,Failed,MASTERCARD,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur
427,2022-11-14,427,427,7122.86,RUB,PURCHASE,pending,AMEX,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor
428,2022-09-27,428,428,7773.43,RUB,DEPOSIT,Pending,AMEX,congue diam id ornare imperdiet sapien urna pretium nisl ut
429,2022-09-16,429,429,573.14,NIO,WITHDRAWAL,Completed,MASTERCARD,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa
430,2022-06-25,430,430,7281.78,JMD,WITHDRAWAL,failed,MASTERCARD,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor
431,2022-01-28,431,431,443.73,ARS,DEPOSIT,Pending,VISA,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis
432,2022-02-04,432,432,5113.16,IDR,DEPOSIT,completed,VISA,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a
433,2022-11-16,433,433,1878.39,PLN,PURCHASE,Completed,VISA,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et
434,2022-08-07,434,434,4396.77,CNY,PURCHASE,completed,VISA,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas
435,2022-08-22,435,435,697.98,BOB,PURCHASE,Pending,MASTERCARD,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit
436,2022-08-04,436,436,6173.99,THB,WITHDRAWAL,pending,MASTERCARD,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet
437,2022-04-11,437,437,2280.83,SAR,PURCHASE,failed,MASTERCARD,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in
438,2022-11-07,438,438,9761.71,EUR,WITHDRAWAL,Completed,MASTERCARD,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
439,2022-10-06,439,439,4706.93,EUR,DEPOSIT,Failed,AMEX,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo
440,2022-02-14,440,440,5966.56,CNY,WITHDRAWAL,Pending,AMEX,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
441,2022-07-08,441,441,7859.59,USD,DEPOSIT,failed,AMEX,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
442,2022-04-22,442,442,802.12,PHP,WITHDRAWAL,failed,AMEX,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at
443,2022-08-12,443,443,5105.68,CNY,PURCHASE,Pending,VISA,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel
444,2022-10-22,444,444,9941.86,CNY,DEPOSIT,failed,MASTERCARD,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at
445,2022-05-16,445,445,2661.79,PHP,DEPOSIT,Failed,MASTERCARD,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus
446,2022-09-16,446,446,806.98,JPY,PURCHASE,Completed,VISA,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla
447,2022-08-15,447,447,1919.1,PHP,PURCHASE,Pending,VISA,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget
448,2022-10-30,448,448,4429.36,ARS,WITHDRAWAL,failed,AMEX,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida
449,2022-05-07,449,449,4083.74,PLN,DEPOSIT,pending,VISA,sed tristique in tempus sit amet sem fusce consequat nulla
450,2022-07-17,450,450,8711.68,NOK,PURCHASE,Failed,MASTERCARD,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in
451,2022-12-17,451,451,7007.52,EUR,WITHDRAWAL,completed,VISA,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet
452,2022-02-08,452,452,1539.73,VEF,DEPOSIT,failed,VISA,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan
453,2022-08-29,453,453,4119.21,CNY,WITHDRAWAL,Failed,VISA,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo
454,2022-08-22,454,454,3532.49,PAB,WITHDRAWAL,failed,MASTERCARD,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et
455,2022-04-25,455,455,5389.83,CNY,WITHDRAWAL,pending,MASTERCARD,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam
456,2022-01-25,456,456,9353.21,TTD,PURCHASE,Pending,AMEX,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna
457,2022-11-14,457,457,5323.11,CNY,WITHDRAWAL,Failed,AMEX,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar
458,2022-06-19,458,458,3404.57,IDR,WITHDRAWAL,Failed,MASTERCARD,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse
459,2022-03-29,459,459,,BRL,PURCHASE,pending,VISA,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
460,2022-05-27,460,460,4630.63,RUB,PURCHASE,Completed,AMEX,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt
461,2022-05-12,461,461,660.07,COP,WITHDRAWAL,Completed,AMEX,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla
462,2022-02-27,462,462,1551.8,EUR,WITHDRAWAL,Failed,AMEX,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas
463,2022-01-21,463,463,4849.4,PAB,WITHDRAWAL,Pending,AMEX,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate
464,2022-10-25,464,464,4108.05,HNL,WITHDRAWAL,pending,VISA,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea
465,2022-11-09,465,465,768.06,KRW,WITHDRAWAL,Pending,AMEX,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam
466,2022-08-23,466,466,3656.89,IDR,WITHDRAWAL,Failed,AMEX,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum
467,2022-09-25,467,467,4564.36,EUR,WITHDRAWAL,completed,VISA,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
468,2022-01-26,468,468,8618.85,RUB,DEPOSIT,Failed,VISA,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum
469,2022-12-24,469,469,6630.28,XOF,PURCHASE,completed,MASTERCARD,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi
470,2022-08-13,470,470,589.7,PHP,PURCHASE,completed,VISA,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate
471,2022-07-09,471,471,9837.86,UAH,PURCHASE,Failed,MASTERCARD,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae
472,2022-03-05,472,472,3455.36,SEK,PURCHASE,completed,AMEX,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra
473,2022-08-29,473,473,2713.75,PLN,WITHDRAWAL,failed,MASTERCARD,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio
474,2022-08-23,474,474,7715.96,CNY,DEPOSIT,Completed,VISA,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida
475,2022-06-19,475,475,3262.26,PHP,PURCHASE,pending,MASTERCARD,magna at nunc commodo placerat praesent blandit nam nulla integer pede
476,2022-01-08,476,476,,SEK,WITHDRAWAL,pending,MASTERCARD,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien
477,2022-05-28,477,477,7937.51,ALL,WITHDRAWAL,completed,AMEX,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
478,2022-10-19,478,478,83.1,MXN,WITHDRAWAL,Pending,AMEX,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo
479,2022-09-30,479,479,31.38,EUR,PURCHASE,Failed,AMEX,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac
480,2022-11-07,480,480,1170.64,IDR,WITHDRAWAL,completed,AMEX,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus
481,2022-07-01,481,481,5797.71,CZK,WITHDRAWAL,pending,VISA,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget
482,2022-09-17,482,482,,CNY,WITHDRAWAL,Failed,MASTERCARD,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
483,2022-02-11,483,483,8072.55,CNY,PURCHASE,Pending,AMEX,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis
484,2022-10-04,484,484,5847.04,SEK,DEPOSIT,completed,VISA,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
485,2022-04-29,485,485,9565.16,LTL,PURCHASE,completed,VISA,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit
486,2022-06-21,486,486,8824.61,CNY,WITHDRAWAL,pending,VISA,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus
487,2022-09-22,487,487,2751.73,NGN,WITHDRAWAL,completed,VISA,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse
488,2022-08-05,488,488,,CNY,WITHDRAWAL,Pending,VISA,enim blandit mi in porttitor pede justo eu massa donec dapibus
489,2022-09-28,489,489,9779.21,UZS,WITHDRAWAL,Completed,VISA,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis
490,2022-12-09,490,490,1572.35,EUR,DEPOSIT,completed,VISA,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan
491,2022-06-29,491,491,9480.5,XAF,DEPOSIT,Completed,MASTERCARD,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
492,2022-05-19,492,492,4099.28,EUR,DEPOSIT,Pending,AMEX,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue
493,2022-04-30,493,493,1534.78,CNY,DEPOSIT,Failed,AMEX,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec
494,2022-02-13,494,494,1850.31,MAD,DEPOSIT,completed,AMEX,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu
495,2022-05-28,495,495,8825.01,CNY,DEPOSIT,Failed,AMEX,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce
496,2022-04-19,496,496,4023.06,IDR,PURCHASE,Failed,AMEX,neque duis bibendum morbi non quam nec dui luctus rutrum nulla
497,2022-01-21,497,497,7305.41,TZS,DEPOSIT,Completed,MASTERCARD,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor
498,2022-12-10,498,498,6559.67,EUR,WITHDRAWAL,Completed,AMEX,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum
499,2022-05-30,499,499,6132.55,PHP,PURCHASE,Failed,AMEX,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu
500,2022-05-27,500,500,1493.57,CNY,WITHDRAWAL,Failed,AMEX,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum
501,2022-12-29,501,501,5395.21,SEK,DEPOSIT,Pending,MASTERCARD,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec
502,2022-01-25,502,502,2039.79,CNY,DEPOSIT,pending,MASTERCARD,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio
503,2022-03-16,503,503,8206.13,BRL,PURCHASE,Failed,MASTERCARD,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh
504,2022-03-05,504,504,8772.24,CNY,PURCHASE,Completed,VISA,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla
505,2022-05-21,505,505,7549.51,EUR,PURCHASE,Failed,AMEX,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia
506,2022-03-30,506,506,3303.05,CNY,WITHDRAWAL,Failed,VISA,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum
507,2022-05-03,507,507,3882.5,TND,DEPOSIT,failed,MASTERCARD,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in
508,2022-07-09,508,508,2470.15,UAH,WITHDRAWAL,Failed,AMEX,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet
509,2022-11-12,509,509,1960.19,IDR,WITHDRAWAL,completed,MASTERCARD,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo
510,2022-02-19,510,510,6517.32,RUB,WITHDRAWAL,Pending,VISA,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo
511,2022-02-20,511,511,9866.98,RSD,WITHDRAWAL,pending,AMEX,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus
512,2022-03-10,512,512,7642.48,THB,WITHDRAWAL,Completed,VISA,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate
513,2022-07-19,513,513,3332.63,CZK,PURCHASE,Failed,AMEX,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec
514,2022-04-24,514,514,7316.35,MXN,WITHDRAWAL,pending,VISA,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque
